id,name,price,rating,feedbacks,brand
222888040,"Миостимулятор, массажер для физиотерапии 9 режимов",1107.0,4.8,80,ANYSMART
219469592,Массажер для шеи электрический миостимулятор,505.0,4.5,32,Market Rocket
360749389,Беспроводной массажер для бедер и ягодиц Biolift4 M12,12471.0,4.7,102,Gezatone
205935013,Электроды к миостимулятору массажеру импульсному,387.0,4.3,6,Миостимулятор
409873654,Миостимулятор для формы и упругости ягодиц,758.0,0.0,0,
418909303,миостимулятор для тела электрический,387.0,0.0,0,AYLIN.SHOP1
259612238,Массажер для шеи и спины электрический импульсный,636.0,4.2,217,МириКи
418927215,миостимулятор для тела электрический,387.0,0.0,0,AYLIN.SHOP1
257896573,"Электрический головной массажер для головы, лица и тела",896.0,4.5,29,Like Home
418901099,миостимулятор для тела электрический,391.0,0.0,0,AYLIN.SHOP1
413232868,Массажер миостимулятор для тела,388.0,0.0,0,KUDASH
406310144,Массажер для шеи и воротниковой зоны импульсный,949.0,4.8,47,AS Recovery
389518156,Миостимулятор тренажер для пресса,449.0,0.0,0,
207684585,Миостимулятор массажер Бабочка на пресс,523.0,4.3,12,Сезон товаров
243792269,Миостимулятор для ягодиц от целлюлита EMS,2870.0,4.5,67,Ms.Mila
265830088,Реабилитационный тренажер для рук и ног после инсульта,2002.0,4.7,80,iParma
263689261,Миостимулятор EM49,8143.0,0.0,0,Beurer
218772259,Миостимулятор EM49,8935.0,5.0,5,Beurer
165741322,Миостимулятор массажер для тела и мышц,287.0,4.4,689,TandemSHOP
370331241,"Массажер для похудения тела, миостимулятор для пресса",574.0,0.0,0,pro100market
305756014,Массажёр и миостимулятор с нагревом,749.0,4.8,5,
336188821,Импульсный миостимулятор для лечения всего тела,814.0,4.6,5,
100905602,Электроды носки токопроводящие для миостимуляторов массажера,461.0,4.4,72,Mиостимулятор
395407002,Импульсный миостимулятор для лечения всего тела,837.0,5.0,1,
111853347,Электроды для миостимуляторов Сompex массажер Компекс,940.0,4.8,153,Compex
239006539,Комплект масок электродов для глаз и губ к миостимуляторам,581.0,4.7,764,The Basket
52241526,Массажер косметический электрический тренажер для пресса,1392.0,4.0,1040,TechZonech ADENIS
239323436,Шнур для миостимулятора электрического импульсного массажера,370.0,4.7,764,The Basket
246039566,Массажер для похудения миостимулятор для пресса для тела,586.0,4.0,3,MM_brand
417826386,Массажер миостимулятор,1328.0,0.0,0,
205936133,Комплект силиконовых электродов для миостимуляторов 6х4 см,432.0,4.8,752,Миостимулятор
