id,name,price,rating,feedbacks,brand
291888914,Спортивный массажер миостимулятор для тела электрический,2607.0,4.7,2160,TARGO
143533250,"Массажер миостимулятор для тела, спины, шеи и поясницы",2677.0,4.7,2160,TARGO
174098651,Массажер мио стимулятор для шеи,5400.0,4.3,10,
44081627,Миостимулятор для пресса тренажер ABS Trainer MIO,5012.0,4.7,1499,Yamaguchi
236798629,Миостимулятор массажер для терапии,632.0,4.8,30,Другой мир
176410178,Массажер мио стимулятор для шеи,4607.0,4.6,33,COMTEK
258261491,Многофункциональный мини массажер для тела бабочка,346.0,4.7,3,БРК БРЕНД
415714597,"Массажер миостимулятор для тела, спины, шеи и поясницы",6942.0,0.0,0,ElectricOnline
90737644,Для пресса рук ног Массажер похудеть миостимулятор тренажер,669.0,4.0,301,Magazin Happy
158142293,Электроды липучки 4 шт для миостимулятора,455.0,4.7,1820,КРАСОТА & ЗДОРОВЬЕ
391389589,Миостимулятор массажер для терапии,1646.0,0.0,0,ElectricOnline
237774536,Электроды липучки 4 шт для миостимулятора,295.0,4.7,1820,КРАСОТА & ЗДОРОВЬЕ
219211013,Импульсный массажёр с глубоким воздействием,1251.0,5.0,1,Sunday Fun
230736795,Беспроводной массажёр с переменными режимами,1233.0,0.0,0,FancyPoint
177722356,Стимулятор корнеобразования Power Roots 100 мл,1208.0,5.0,2,Plagron
82587770,Массажный мио стимулятор коврик для стоп,368.0,3.3,204,Массажер для стоп
219210862,Электрический массажёр для шеи,1220.0,4.7,3,Sunday Fun
103494005,Спортивный миостимулятор Для пресса,677.0,3.0,2,Спортивный миостимулятор / тренажер для тела
153427024,Стимулятор корнеобразования Power Roots 100мл,5530.0,0.0,0,Plagron
377410491,Электроды липучки 4 шт для миостимулятора,1506.0,0.0,0,ElectrimassagerCorp
230736806,Массажёр с комбинированным воздействием,1228.0,0.0,0,FancyPoint
230736835,Электрический массажёр для шеи,1236.0,0.0,0,FancyPoint
346959720,Электроды липучки 4 шт для миостимулятора,1912.0,0.0,0,ElectrimassagerCorp
219211507,Массажёр с улучшенной функцией стимуляции,1225.0,0.0,0,Sunday Fun
219212331,Низкочастотный стимулирующий массажёр для шеи,1251.0,0.0,0,Sunday Fun
232931385,Электрический массажёр для шеи,1230.0,5.0,1,KarmiHome
219211451,Массажёр с комбинированным воздействием,1225.0,0.0,0,Sunday Fun
219211381,Беспроводной массажёр с переменными режимами,1218.0,0.0,0,Sunday Fun
230736784,Импульсный массажёр с глубоким воздействием,1228.0,5.0,1,FancyPoint
219208496,Массажёр с функцией тепловой терапии,1230.0,0.0,0,Sunday Fun
219210760,Персональный массажёр для шеи,1230.0,0.0,0,Sunday Fun
219210413,Массажёр для шеи с индивидуальными настройкам,1258.0,0.0,0,Sunday Fun
230736820,Аккумуляторный массажёр с длительной автономностью,1214.0,0.0,0,FancyPoint
219208352,Импульсный массажёр для шеи для глубокого расслабления,1230.0,0.0,0,Sunday Fun
219208417,Портативный массажёр для шеи с автономной работой,1230.0,0.0,0,Sunday Fun
219211609,Беспроводной массажёр с длительным временем работы,1210.0,0.0,0,Sunday Fun
232931446,Импульсный массажёр для шеи для глубокого расслабления,1243.0,0.0,0,KarmiHome
232931488,Массажёр для шеи с индивидуальными настройкам,1229.0,0.0,0,KarmiHome
230736805,Массажёр с улучшенной функцией стимуляции,1250.0,0.0,0,FancyPoint
230736788,Низкочастотный стимулирующий массажёр для шеи,1237.0,0.0,0,FancyPoint
230736816,Импульсный массажёр для шеи для глубокого расслабления,1261.0,0.0,0,FancyPoint
230736803,Массажёр для шеи с индивидуальными настройкам,1254.0,0.0,0,FancyPoint
230736813,Массажёр с функцией тепловой терапии,1209.0,0.0,0,FancyPoint
227632093,"Липучки плеч, ног, рук для миостимулятора массажера, мышц",3221.0,4.0,63,Спортивный миостимулятор / тренажер для тела
232931426,Портативный массажёр для шеи с быстрым нагревом,1229.0,0.0,0,KarmiHome
219210660,Аккумуляторный массажёр с длительной автономностью,1216.0,0.0,0,Sunday Fun
232931413,Портативный массажёр для шеи с автономной работой,1205.0,0.0,0,KarmiHome
232931449,Аккумуляторный массажёр с длительной автономностью,1250.0,0.0,0,KarmiHome
232931393,Массажёр с индивидуализированными программами терапии,1236.0,0.0,0,KarmiHome
232931454,Массажёр с функцией тепловой терапии,1246.0,0.0,0,KarmiHome
219208725,Массажёр с индивидуализированными программами терапии,1244.0,0.0,0,Sunday Fun
232931479,Импульсный массажёр с глубоким воздействием,1249.0,0.0,0,KarmiHome
232931399,Персональный массажёр для шеи,1223.0,0.0,0,KarmiHome
230736799,Портативный массажёр для шеи с автономной работой,1228.0,0.0,0,FancyPoint
230736834,Персональный массажёр для шеи,1216.0,0.0,0,FancyPoint
230736828,Массажёр с индивидуализированными программами терапии,1223.0,0.0,0,FancyPoint
153427022,Стимулятор корнеобразования Power Roots 100мл,2341.0,0.0,0,Plagron
153427021,Стимулятор корнеобразования Power Roots 100мл,1547.0,0.0,0,Plagron
153427023,Стимулятор корнеобразования Power Roots 100мл,4419.0,0.0,0,Plagron
232932992,Низкочастотный стимулирующий массажёр для шеи,1144.0,0.0,0,KarmiHome
230736775,Беспроводной массажёр с длительным временем работы,1249.0,0.0,0,FancyPoint
232932970,Беспроводной массажёр с переменными режимами,1147.0,0.0,0,KarmiHome
232932973,Беспроводной массажёр с длительным временем работы,1178.0,0.0,0,KarmiHome
232932984,Массажёр с улучшенной функцией стимуляции,1163.0,0.0,0,KarmiHome
232932987,Массажёр с комбинированным воздействием,1164.0,0.0,0,KarmiHome
212473759,Антицеллюлитный массажер для тела миостимулятор,682.0,3.9,8,М.А.Г.
290768035,Массажный мио стимулятор коврик для стоп,368.0,1.5,2,BigMarket
301536327,Инозитол 1000мг капсулы + Хром пиколинат для похудения,2293.0,4.9,2005,UltraBalance
